Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001664,Male,No,0,Graduate,No,-0.17371050172137167,-0.5895062001488415,-0.29091747701106896,0.2705275961031067,1.0,Rural,1.0
LP001665,Male,Yes,1,Graduate,No,-0.3609842791882766,0.36103939715700945,0.3552346767153225,0.2705275961031067,1.0,Semiurban,1.0
LP001666,Male,No,0,Graduate,No,0.5539517743273339,0.7904961188201639,0.5749264089822956,0.2705275961031067,1.0,Rural,1.0
LP001669,Female,No,0,Not Graduate,No,-0.5749612594459597,0.2808152623476113,-0.29091747701106896,0.2705275961031067,1.0,Urban,1.0
LP001671,Female,Yes,0,Graduate,No,-0.3098617001611947,0.44678354124228364,-0.38137877853276375,0.2705275961031067,new,Semiurban,1.0
LP001673,Male,No,0,Graduate,Yes,1.0224875759260539,-0.5895062001488415,-0.7690700707685987,0.2705275961031067,1.0,Urban,1.0
LP001674,Male,Yes,1,Not Graduate,No,-0.4532157361958986,0.33049534583049545,-0.6786087692469038,0.2705275961031067,1.0,Semiurban,1.0
LP001677,Male,No,2,Graduate,No,-0.04511349880788725,-0.5895062001488415,0.3035425044172112,0.2705275961031067,0.0,Semiurban,1.0
LP001682,Male,Yes,3+,Not Graduate,No,-0.20867061590140365,-0.5895062001488415,,-2.5223724810651964,1.0,Urban,1.0
LP001688,Male,Yes,1,Not Graduate,No,-0.2951046670399751,-0.19096153043059272,-0.09707183089315152,0.2705275961031067,1.0,Urban,1.0
LP001691,Male,Yes,2,Not Graduate,No,-0.22184653833106394,-0.5895062001488415,-0.23922530471295764,0.2705275961031067,1.0,Semiurban,1.0
LP001692,Female,No,0,Not Graduate,No,-0.13558816615822125,-0.5895062001488415,-0.29091747701106896,0.2705275961031067,1.0,Semiurban,1.0
LP001693,Female,No,0,Graduate,No,-0.3400784822665489,-0.5895062001488415,-0.8078391999921821,0.2705275961031067,1.0,Urban,1.0
LP001698,Male,No,0,Not Graduate,No,-0.2116571583187933,0.3419033650006392,-1.1309152768553778,0.2705275961031067,1.0,Rural,1.0
LP001699,Male,No,0,Graduate,No,-0.47447289104908386,-0.5895062001488415,-1.0792231045572667,0.2705275961031067,1.0,Urban,1.0
LP001702,Male,No,0,Graduate,No,-0.30951034222973706,-0.5895062001488415,-0.20045617548937417,0.2705275961031067,1.0,Semiurban,1.0
LP001708,Female,No,0,Graduate,No,0.84680861019725,-0.5895062001488415,0.9238485719945471,0.2705275961031067,1.0,Semiurban,1.0
LP001711,Male,Yes,3+,Graduate,No,-0.3074021946409914,-0.12950542715917301,-0.18753313241484634,0.2705275961031067,0.0,Semiurban,1.0
LP001713,Male,Yes,1,Graduate,Yes,0.458031059039407,-0.5895062001488415,1.2598476919322705,0.2705275961031067,1.0,Urban,1.0
LP001715,Male,Yes,3+,Not Graduate,Yes,0.09191609446057976,-0.5895062001488415,-0.16168704626579067,0.2705275961031067,1.0,Rural,1.0
LP001716,Male,Yes,0,Graduate,No,-0.352551688833294,0.5222236680125893,-0.07122574474409586,0.2705275961031067,1.0,Urban,1.0
LP001720,Male,Yes,3+,Not Graduate,No,-0.2336170290348938,-0.2277615922697662,-0.5493783385016255,0.2705275961031067,1.0,Semiurban,1.0
LP001722,Male,Yes,0,Graduate,No,-0.883629202231468,0.07289491295628112,-0.09707183089315152,0.2705275961031067,1.0,Rural,1.0
LP001726,Male,Yes,0,Graduate,No,-0.25522554181953666,0.06369489749648775,-0.14876400319126284,0.2705275961031067,1.0,Semiurban,1.0
LP001732,Male,Yes,2,Graduate,No,-0.03158621844676936,-0.5895062001488415,-0.9112235445884048,0.2705275961031067,0.0,Semiurban,1.0
LP001734,Female,Yes,2,Graduate,No,-0.15754803687432173,0.2874392734786625,-0.20045617548937417,0.2705275961031067,new,Semiurban,1.0
LP001736,Male,Yes,0,Graduate,No,-0.5197980642071153,-0.5895062001488415,-1.0663000614827387,0.2705275961031067,0.0,Urban,1.0
LP001743,Male,Yes,2,Graduate,No,-0.205684073484014,0.04235086162976713,-0.3426096493091803,0.2705275961031067,1.0,Semiurban,1.0
LP001744,Male,No,0,Graduate,No,-0.38803883991051236,0.43758352578249027,0.019235556777598944,0.2705275961031067,1.0,Semiurban,1.0
LP001749,Male,Yes,0,Graduate,No,0.421314155202087,-0.21782557557318935,0.41984989208796164,0.2705275961031067,1.0,Semiurban,1.0
LP001750,Male,Yes,0,Graduate,No,0.18801248871423545,-0.5895062001488415,-0.18753313241484634,0.2705275961031067,1.0,Semiurban,1.0
LP001751,Male,Yes,0,Graduate,No,-0.33902440847217613,-0.5895062001488415,0.3552346767153225,0.2705275961031067,1.0,Rural,1.0
LP001754,Male,Yes,0,Not Graduate,Yes,-0.07814114436490238,-0.5895062001488415,-0.05830270166956803,0.2705275961031067,1.0,Urban,1.0
LP001758,Male,Yes,2,Graduate,No,0.18801248871423545,0.034254848025148964,0.8721563996964357,0.2705275961031067,1.0,Semiurban,1.0
LP001760,Male,Yes,0,Graduate,No,-0.07410052815313989,-0.5895062001488415,0.20015815982098856,2.132460980881975,1.0,Semiurban,1.0
LP001761,Male,No,0,Graduate,Yes,0.21436433357355605,-0.5895062001488415,0.7429259689511574,0.2705275961031067,1.0,Rural,1.0
LP001765,Male,Yes,1,Graduate,No,-0.47236474346033824,0.16636707002778175,-0.49768616620351425,0.2705275961031067,1.0,Semiurban,1.0
LP001768,Male,Yes,0,Graduate,No,-0.2571580104425535,-0.5895062001488415,-1.2989148368242396,-2.5223724810651964,1.0,Rural,1.0
LP001770,Male,No,0,Not Graduate,No,-0.34974082538163315,0.3665594064328855,-0.29091747701106896,0.2705275961031067,1.0,Rural,1.0
LP001776,Female,No,0,Graduate,No,0.5539517743273339,-0.5895062001488415,1.7767694149133837,0.2705275961031067,1.0,Semiurban,1.0
LP001778,Male,Yes,1,Graduate,No,-0.35571391021641247,0.06516689997005469,-0.03245661552051238,0.2705275961031067,1.0,Semiurban,1.0
LP001784,Male,Yes,1,Graduate,No,0.05625326441763257,-0.12582542097525568,0.3552346767153225,0.2705275961031067,1.0,Rural,1.0
LP001786,Male,Yes,0,Graduate,No,0.09947028998691831,-0.5895062001488415,1.453693338050188,0.2705275961031067,new,Urban,1.0
LP001788,Female,No,0,Graduate,Yes,-0.30160478877194086,-0.5895062001488415,-0.2650713908620133,0.2705275961031067,new,Urban,1.0
LP001790,Female,No,1,Graduate,No,-0.24029282973258834,-0.5895062001488415,-0.3943018216072916,0.2705275961031067,1.0,Rural,1.0
LP001792,Male,Yes,1,Graduate,No,-0.32760527569980386,-0.5895062001488415,-0.6010705107997368,0.2705275961031067,1.0,Semiurban,1.0
LP001798,Male,Yes,2,Graduate,No,0.112294854485121,1.2504968918098323,-0.29091747701106896,0.2705275961031067,1.0,Rural,1.0
LP001800,Male,Yes,1,Not Graduate,No,-0.46902684311149095,0.1402390261219686,-0.03245661552051238,-2.5223724810651964,1.0,Urban,1.0
LP001806,Male,No,0,Graduate,No,-0.3890929137048852,1.5084653253024385,0.16138903059740506,-4.384305865844065,1.0,Urban,1.0
LP001807,Male,Yes,2,Graduate,Yes,0.18801248871423545,-0.11110539623958628,-0.4459939939054029,0.2705275961031067,1.0,Rural,1.0
LP001811,Male,Yes,0,Not Graduate,No,-0.3116184898184827,1.035952531287451,-0.25214834778748546,0.2705275961031067,1.0,Semiurban,1.0
LP001813,Male,No,0,Graduate,Yes,0.1528766955684747,1.0050404793425451,-0.29091747701106896,-2.5223724810651964,1.0,Urban,1.0
LP001814,Male,Yes,2,Graduate,No,0.7946319573757952,-0.5895062001488415,-0.3943018216072916,0.2705275961031067,1.0,Urban,1.0
LP001819,Male,Yes,1,Not Graduate,No,0.2509055584451472,-0.5895062001488415,-0.07122574474409586,-2.5223724810651964,1.0,Urban,1.0
LP001824,Male,Yes,1,Graduate,No,-0.4036742678603759,0.08871893954712572,-0.25214834778748546,2.132460980881975,1.0,Semiurban,1.0
LP001825,Male,Yes,0,Graduate,No,-0.5921777980873825,0.09791895500691909,-0.6786087692469038,0.2705275961031067,1.0,Urban,1.0
LP001835,Male,Yes,0,Not Graduate,No,-0.6169485322551438,0.8420162053950068,0.7558490120256852,0.2705275961031067,0.0,Semiurban,1.0
LP001836,Female,No,2,Graduate,No,-0.3079292315381778,-0.5895062001488415,-0.05830270166956803,0.2705275961031067,1.0,Urban,1.0
LP001841,Male,No,0,Not Graduate,Yes,-0.45620227861328827,0.2079511399060478,-0.49768616620351425,0.2705275961031067,1.0,Rural,1.0
LP001843,Male,Yes,1,Not Graduate,No,-0.4424993192864416,2.023666191050867,1.763846371838856,-2.5223724810651964,1.0,Semiurban,1.0
LP001844,Male,No,0,Graduate,Yes,1.9448021460022742,-0.5895062001488415,0.6395416243549348,0.2705275961031067,0.0,Urban,1.0
LP001846,Female,No,3+,Graduate,No,-0.36836279574888636,-0.5895062001488415,1.453693338050188,0.2705275961031067,1.0,Rural,1.0
LP001849,Male,No,0,Not Graduate,No,0.15199830073983067,-0.5895062001488415,-0.3555326923837081,0.2705275961031067,0.0,Rural,1.0
LP001854,Male,Yes,3+,Graduate,No,0.012333522985431607,-0.5895062001488415,-0.6269165969487925,0.2705275961031067,1.0,Urban,1.0
LP001859,Male,Yes,0,Graduate,No,1.6695132067052385,0.18329509847380154,2.0869224487020515,0.2705275961031067,1.0,Rural,1.0
LP001864,Male,Yes,3+,Not Graduate,No,-0.04370806708205682,-0.5895062001488415,-0.18753313241484634,0.2705275961031067,new,Semiurban,1.0
LP001865,Male,Yes,1,Graduate,No,0.15867410143752522,0.9744964280160313,2.4229215686397754,0.2705275961031067,new,Urban,1.0
LP001868,Male,No,0,Graduate,No,-0.5480823776894527,0.22340716587850065,-0.10999487396767935,0.2705275961031067,1.0,Semiurban,1.0
LP001870,Female,No,1,Graduate,No,-0.2984425673888224,-0.5895062001488415,0.16138903059740506,-4.756692542799839,1.0,Semiurban,1.0
LP001871,Female,No,0,Graduate,No,0.3549075061565991,-0.5895062001488415,-0.29091747701106896,0.2705275961031067,1.0,Rural,1.0
LP001872,Male,No,0,Graduate,Yes,-0.0024235101357879167,-0.5895062001488415,-0.18753313241484634,0.2705275961031067,1.0,Semiurban,1.0
LP001875,Male,No,0,Graduate,No,-0.19057568243133685,0.6789919314474683,0.10969685829929375,0.2705275961031067,1.0,Rural,1.0
LP001877,Male,Yes,2,Graduate,No,-0.08288447643958008,-0.07908934243950534,0.09677381522476593,0.2705275961031067,1.0,Semiurban,1.0
LP001882,Male,Yes,3+,Graduate,No,-0.14876408858788154,0.0769429197585902,0.2260042459700442,0.2705275961031067,0.0,Urban,1.0
LP001883,Female,No,0,Graduate,No,-0.30951034222973706,-0.5895062001488415,-0.09707183089315152,0.2705275961031067,1.0,Rural,1.0
LP001884,Female,No,1,Graduate,No,-0.40472834165474875,-0.015425235457735229,-0.6786087692469038,0.2705275961031067,1.0,Urban,1.0
LP001888,Female,No,0,Graduate,No,-0.34130823502665053,-0.5895062001488415,-1.4539913537185736,0.2705275961031067,1.0,Urban,1.0
LP001891,Male,Yes,0,Graduate,No,1.0481367049224593,-0.5895062001488415,-0.0841487878186237,0.2705275961031067,1.0,Urban,1.0
LP001892,Male,No,0,Graduate,No,-0.4122825371810873,0.09387094820461,-0.213379218563902,0.2705275961031067,1.0,Rural,1.0
LP001894,Male,Yes,0,Graduate,No,-0.44970215688132253,0.22855917453598493,0.09677381522476593,0.2705275961031067,1.0,Semiurban,1.0
LP001896,Male,Yes,2,Graduate,No,-0.2248330807484536,-0.5895062001488415,-0.6786087692469038,0.2705275961031067,1.0,Semiurban,1.0
LP001900,Male,Yes,1,Graduate,No,-0.42686389133657804,0.08835093892873398,-0.3555326923837081,0.2705275961031067,1.0,Semiurban,1.0
LP001903,Male,Yes,0,Graduate,No,-0.20849493693567483,0.6153278244656982,0.8333872704728522,0.2705275961031067,1.0,Semiurban,1.0
LP001904,Male,Yes,0,Graduate,No,-0.3648492164343103,-0.11110539623958628,-0.8078391999921821,0.2705275961031067,1.0,Urban,1.0
LP001907,Male,Yes,0,Graduate,No,1.6519453101323582,-0.5895062001488415,3.792764134539725,0.2705275961031067,1.0,Semiurban,1.0
LP001908,Female,Yes,0,Not Graduate,No,-0.18969728760269283,-0.5895062001488415,-0.23922530471295764,0.2705275961031067,new,Rural,1.0
LP001910,Male,No,1,Not Graduate,Yes,-0.1979541989919466,0.3032633000695071,0.20015815982098856,0.2705275961031067,0.0,Urban,1.0
LP001914,Male,Yes,0,Graduate,No,-0.2200897486737759,-0.29510570543545367,-0.3943018216072916,0.2705275961031067,1.0,Semiurban,1.0
LP001915,Male,Yes,2,Graduate,No,-0.505743746948811,-0.22673119502787695,-0.8336852861412378,-2.5223724810651964,1.0,Urban,1.0
LP001917,Female,No,0,Graduate,No,-0.5918264401559249,0.02358283009178866,-1.1438383199299058,0.2705275961031067,1.0,Urban,1.0
LP001922,Male,Yes,0,Graduate,No,2.720776137626401,-0.5895062001488415,,0.2705275961031067,1.0,Rural,1.0
LP001924,Male,No,0,Graduate,No,-0.35518687331922605,0.5339996878011248,-0.6915318123214317,0.2705275961031067,1.0,Rural,1.0
LP001925,Female,No,0,Graduate,Yes,-0.4532157361958986,0.04235086162976713,-0.5623013815761534,-0.6604390962863276,1.0,Semiurban,1.0
LP001926,Male,Yes,0,Graduate,No,-0.25926615803129915,0.14649503663462807,-0.29091747701106896,0.2705275961031067,1.0,Rural,1.0
LP001931,Female,No,0,Graduate,No,-0.18548099242520152,-0.5895062001488415,-0.3555326923837081,0.2705275961031067,1.0,Semiurban,1.0
LP001935,Male,No,0,Graduate,No,0.7603745590586785,-0.5895062001488415,0.5749264089822956,0.2705275961031067,1.0,Rural,1.0
LP001936,Male,Yes,0,Graduate,No,-0.36976822747471677,0.29958329388558974,-0.04537965859504021,0.2705275961031067,1.0,Rural,1.0
LP001938,Male,Yes,2,Graduate,No,-0.13699359788405166,-0.5895062001488415,-0.20045617548937417,0.2705275961031067,0.0,Semiurban,1.0
LP001940,Male,Yes,2,Graduate,No,-0.3560652681478701,-0.015425235457735229,-0.10999487396767935,0.2705275961031067,1.0,Urban,1.0
LP001945,Female,No,0,Graduate,No,0.04167191026214185,-0.5895062001488415,0.006312513703071113,2.132460980881975,0.0,Urban,1.0
LP001947,Male,Yes,0,Graduate,No,-0.49133807175904903,0.6374078615692023,0.3810807628643782,0.2705275961031067,1.0,Semiurban,1.0
LP001949,Male,Yes,3+,Graduate,No,-0.13418273443239082,-0.12950542715917301,-0.42014790775634725,0.2705275961031067,1.0,Urban,1.0
LP001953,Male,Yes,1,Graduate,No,0.2978118422947379,-0.5895062001488415,0.7429259689511574,0.2705275961031067,1.0,Semiurban,1.0
LP001954,Female,Yes,1,Graduate,No,-0.09026299300018985,-0.5895062001488415,-0.09707183089315152,0.2705275961031067,1.0,Urban,1.0
LP001955,Female,No,0,Graduate,No,-0.03158621844676936,0.3455833711845566,0.10969685829929375,2.132460980881975,1.0,Rural,1.0
LP001963,Male,Yes,1,Graduate,No,-0.5561636101129777,0.4868956086469828,-0.38137877853276375,0.2705275961031067,1.0,Urban,1.0
LP001964,Male,Yes,0,Not Graduate,No,-0.5937589087789417,0.49020761421250836,-0.6398396400233204,0.2705275961031067,0.0,Urban,1.0
LP001972,Male,Yes,0,Not Graduate,No,-0.40490402062047753,0.05449488203669438,-0.4847631231289864,0.2705275961031067,1.0,Semiurban,1.0
LP001974,Female,No,0,Graduate,No,-0.03158621844676936,-0.5895062001488415,-0.13584096011673502,0.2705275961031067,1.0,Rural,1.0
LP001977,Male,Yes,1,Graduate,No,-0.6245027277814824,0.07399891481145632,-0.6010705107997368,0.2705275961031067,1.0,Urban,1.0
LP001978,Male,No,0,Graduate,No,-0.2072651841755732,0.33049534583049545,-0.03245661552051238,0.2705275961031067,1.0,Rural,1.0
LP001990,Male,No,0,Not Graduate,No,-0.5586231156331809,-0.5895062001488415,,0.2705275961031067,1.0,Urban,1.0
LP001993,Female,No,0,Graduate,No,-0.24907677801902853,0.02358283009178866,-0.09707183089315152,0.2705275961031067,1.0,Rural,1.0
LP001994,Female,No,0,Graduate,No,-0.4883515293416594,0.09607895191496041,-0.49768616620351425,0.2705275961031067,0.0,Urban,1.0
LP001996,Male,No,0,Graduate,No,2.6445314665001,-0.5895062001488415,4.361378029818949,0.2705275961031067,1.0,Rural,1.0
LP001998,Male,Yes,2,Not Graduate,No,0.43694958315195054,-0.5895062001488415,0.5490803228332399,0.2705275961031067,new,Rural,1.0
LP002002,Female,No,0,Graduate,No,-0.3975255040598678,-0.5895062001488415,-0.7561470276940708,0.2705275961031067,1.0,Semiurban,1.0
LP002004,Male,No,0,Not Graduate,No,-0.39576871440257977,0.29553528708328064,-0.40722486468181945,0.2705275961031067,1.0,Semiurban,1.0
LP002006,Female,No,0,Graduate,No,-0.46955388000867737,-0.5895062001488415,-1.11799223378085,0.2705275961031067,1.0,Rural,1.0
LP002008,Male,Yes,2,Graduate,Yes,0.09947028998691831,-0.5895062001488415,0.019235556777598944,-4.0119191888882915,new,Rural,1.0
LP002024,Others,Yes,0,Graduate,No,-0.4755269648434567,0.08871893954712572,0.21308120289551638,0.2705275961031067,1.0,Rural,1.0
LP002031,Male,Yes,1,Not Graduate,No,-0.31284824257858435,0.014014814013603553,-0.40722486468181945,-2.5223724810651964,1.0,Urban,1.0
LP002035,Male,Yes,2,Graduate,No,-0.2569823314768247,-0.5895062001488415,-0.29091747701106896,0.2705275961031067,1.0,Semiurban,1.0
LP002036,Male,Yes,0,Graduate,No,-0.5484337356209104,0.19580711949912055,-0.7044548553959595,0.2705275961031067,new,Urban,1.0
LP002043,Female,No,1,Graduate,No,-0.2879018294450942,-0.5895062001488415,-0.3943018216072916,0.2705275961031067,new,Semiurban,1.0
LP002050,Male,Yes,1,Graduate,Yes,0.84680861019725,-0.5895062001488415,0.16138903059740506,0.2705275961031067,1.0,Rural,1.0
LP002051,Male,Yes,0,Graduate,No,-0.4883515293416594,0.2079511399060478,-0.3555326923837081,0.2705275961031067,1.0,Semiurban,1.0
LP002053,Male,Yes,3+,Graduate,No,-0.1471829778963223,-0.5199540832728037,-0.23922530471295764,0.2705275961031067,1.0,Semiurban,1.0
LP002054,Male,Yes,2,Not Graduate,No,-0.27736109150136595,-0.004385216905983186,,0.2705275961031067,1.0,Rural,1.0
LP002055,Female,No,0,Graduate,No,-0.35378144159339564,0.5089756457504868,-0.13584096011673502,0.2705275961031067,new,Rural,1.0
LP002065,Male,Yes,3+,Graduate,No,1.7252034388412694,-0.5895062001488415,2.0352302764039405,0.2705275961031067,1.0,Rural,1.0
LP002067,Male,Yes,1,Graduate,Yes,0.6124528699150256,1.2442408812971728,3.0173815500680554,0.2705275961031067,0.0,Rural,1.0
LP002068,Male,No,0,Graduate,No,-0.04616757260226008,-0.5895062001488415,-0.16168704626579067,0.2705275961031067,0.0,Rural,1.0
LP002082,Male,Yes,0,Graduate,Yes,0.1121191755193922,0.20537513557730563,0.5361572797587121,0.2705275961031067,1.0,Semiurban,1.0
LP002086,Female,Yes,0,Graduate,No,-0.14876408858788154,0.31246331552930046,-0.42014790775634725,0.2705275961031067,1.0,Urban,1.0
LP002087,Female,No,0,Graduate,No,-0.470783632768779,-0.5895062001488415,-0.975838759961044,0.2705275961031067,1.0,Urban,1.0
LP002097,Male,No,1,Graduate,No,-0.13980446133571253,0.07031890862753898,-0.32968660623465246,0.2705275961031067,1.0,Urban,1.0
LP002098,Male,No,0,Graduate,No,-0.3943632826767493,-0.5895062001488415,-0.5752244246506812,0.2705275961031067,1.0,Semiurban,1.0
LP002100,Male,No,0,Graduate,No,-0.4122825371810873,-0.5895062001488415,-0.9241465876629326,0.2705275961031067,1.0,Urban,1.0
LP002101,Male,Yes,0,Graduate,No,10.21699760527446,-0.5895062001488415,4.490608460564228,-2.5223724810651964,1.0,Urban,1.0
LP002103,Others,Yes,1,Graduate,Yes,0.8174702229205397,0.08503893336320836,0.5103111936096565,-2.5223724810651964,1.0,Urban,1.0
LP002106,Male,Yes,0,Graduate,Yes,0.05678030131481898,1.0628165764300477,-0.9370696307374604,0.2705275961031067,1.0,Semiurban,1.0
LP002110,Male,Yes,1,Graduate,No,0.012333522985431607,-0.336321774695328,0.2260042459700442,0.2705275961031067,1.0,Rural,1.0
LP002112,Male,Yes,2,Graduate,Yes,-0.470783632768779,1.1032966444531385,0.4327729351624895,0.2705275961031067,1.0,Rural,1.0
LP002113,Female,No,3+,Not Graduate,No,-0.5884885398070776,-0.5895062001488415,,0.2705275961031067,0.0,Urban,1.0
LP002114,Female,No,0,Graduate,No,-0.1791565496589646,-0.5895062001488415,-0.9241465876629326,0.2705275961031067,1.0,Semiurban,1.0
LP002115,Male,Yes,3+,Not Graduate,No,-0.44495882480664484,-0.00548921876115839,0.394003805938906,0.2705275961031067,1.0,Rural,1.0
LP002116,Female,No,0,Graduate,No,-0.4922164665876931,-0.5895062001488415,-1.2472226645261284,0.2705275961031067,1.0,Rural,1.0
LP002119,Male,Yes,1,Not Graduate,No,-0.10993903716181588,-0.13723344014539945,0.20015815982098856,0.2705275961031067,1.0,Urban,1.0
LP002126,Male,Yes,3+,Not Graduate,No,-0.352551688833294,-0.5895062001488415,-0.8853774584393491,0.2705275961031067,1.0,Semiurban,1.0
LP002128,Male,Yes,2,Graduate,No,-0.45620227861328827,0.26793524070390057,-0.2263022616384298,0.2705275961031067,1.0,Rural,1.0
LP002129,Male,Yes,0,Graduate,No,-0.4709593117345078,0.3150393198580426,0.2260042459700442,0.2705275961031067,1.0,Semiurban,1.0
LP002130,Male,Yes,0,Not Graduate,No,-0.29106405082821263,0.5991357972564618,0.12261990137382157,0.2705275961031067,0.0,Rural,1.0
LP002131,Male,Yes,2,Not Graduate,No,-0.36836279574888636,0.20831914052443953,-0.213379218563902,0.2705275961031067,1.0,Urban,1.0
LP002137,Male,Yes,0,Graduate,No,0.20259384286972618,1.097040633940479,1.5053855103482994,0.2705275961031067,new,Semiurban,1.0
LP002138,Male,Yes,0,Graduate,No,-0.44882376205267854,1.710497664799501,0.5749264089822956,0.2705275961031067,1.0,Rural,1.0
LP002139,Male,Yes,0,Graduate,No,0.6857109986239368,-0.5895062001488415,1.1047711750379365,0.2705275961031067,1.0,Semiurban,1.0
LP002140,Male,No,0,Graduate,No,0.6272099030362451,0.9439523766895173,2.138614621000163,0.2705275961031067,1.0,Rural,1.0
LP002141,Male,Yes,3+,Graduate,No,-0.44162092445779755,0.17703908796114207,-0.6139935538742647,0.2705275961031067,1.0,Rural,1.0
LP002142,Female,Yes,0,Graduate,Yes,0.05625326441763257,-0.5895062001488415,-0.4847631231289864,0.2705275961031067,0.0,Rural,1.0
LP002143,Female,Yes,0,Graduate,No,-0.4843109131298969,-0.4036658878610154,-0.16168704626579067,0.2705275961031067,1.0,Semiurban,1.0
LP002144,Female,No,0,Graduate,No,-0.24011715076685952,-0.5895062001488415,-0.3426096493091803,-2.5223724810651964,1.0,Urban,1.0
LP002149,Male,Yes,2,Graduate,No,0.5539517743273339,0.5759517582977826,0.29061946134268335,0.2705275961031067,1.0,Rural,1.0
LP002151,Male,Yes,1,Graduate,No,-0.2292250548916737,-0.5895062001488415,-0.975838759961044,0.2705275961031067,1.0,Urban,1.0
LP002158,Male,Yes,0,Not Graduate,No,-0.3829441499043771,0.02358283009178866,-0.5493783385016255,2.132460980881975,0.0,Urban,1.0
LP002160,Male,Yes,3+,Graduate,No,-0.0022478311700591127,0.5759517582977826,0.7429259689511574,0.2705275961031067,1.0,Semiurban,1.0
LP002161,Female,No,1,Graduate,No,-0.08024929195364802,-0.5895062001488415,-0.7949161569176543,0.2705275961031067,1.0,Semiurban,1.0
LP002170,Male,Yes,2,Graduate,No,-0.03158621844676936,0.7599520674936499,1.2081555196341593,0.2705275961031067,1.0,Semiurban,1.0
LP002175,Male,Yes,0,Graduate,No,-0.07550595987897032,0.26903924255907574,-0.16168704626579067,0.2705275961031067,1.0,Urban,1.0
LP002178,Male,Yes,0,Graduate,No,-0.38066032334990263,0.5266396754332902,-0.6139935538742647,-0.6604390962863276,new,Urban,1.0
LP002180,Male,No,0,Graduate,Yes,0.2885008571111113,-0.5895062001488415,-0.019533572445984547,0.2705275961031067,1.0,Rural,1.0
LP002181,Male,No,0,Not Graduate,No,0.18203940387945614,-0.5895062001488415,-0.12291791704220718,0.2705275961031067,1.0,Rural,1.0
LP002187,Male,No,0,Graduate,No,-0.470783632768779,-0.5895062001488415,-0.6010705107997368,2.132460980881975,1.0,Semiurban,1.0
LP002188,Male,No,0,Graduate,No,-0.00980202669639768,-0.5895062001488415,-0.23922530471295764,0.2705275961031067,0.0,Rural,1.0
LP002190,Male,Yes,1,Graduate,No,0.20118841114389574,-0.5895062001488415,0.41984989208796164,0.2705275961031067,1.0,Semiurban,1.0
LP002191,Male,Yes,0,Graduate,No,2.5561649467385115,1.3483850563020339,5.524451906526454,0.2705275961031067,1.0,Rural,1.0
LP002194,Female,No,0,Graduate,Yes,1.8585437738294315,-0.5895062001488415,-1.1309152768553778,0.2705275961031067,1.0,Semiurban,1.0
LP002197,Male,Yes,2,Graduate,No,0.0009143902130593567,-0.5895062001488415,0.16138903059740506,0.2705275961031067,1.0,Semiurban,1.0
LP002201,Male,Yes,2,Graduate,Yes,0.7278739503988497,2.3077626684492865,3.069073722366167,-0.6604390962863276,1.0,Rural,1.0
LP002205,Male,No,1,Graduate,No,-0.3720520540291912,0.14171102859553553,-0.40722486468181945,-2.5223724810651964,0.0,Urban,1.0
LP002209,Female,No,0,Graduate,No,-0.4244043858163748,-0.052593297915300444,-0.42014790775634725,0.2705275961031067,1.0,Urban,1.0
LP002211,Male,Yes,0,Graduate,No,-0.06373546917514046,-0.24984162937327029,-0.29091747701106896,-2.5223724810651964,1.0,Urban,1.0
LP002219,Male,Yes,3+,Graduate,No,0.6272099030362451,1.2490248893362654,-0.16168704626579067,0.2705275961031067,1.0,Rural,1.0
LP002223,Male,Yes,0,Graduate,No,-0.15280470479964403,-0.5895062001488415,-0.16168704626579067,0.2705275961031067,new,Semiurban,1.0
LP002224,Male,No,0,Graduate,No,-0.3708223012690896,-0.5895062001488415,-0.9241465876629326,2.132460980881975,1.0,Urban,1.0
LP002225,Male,Yes,2,Graduate,No,0.03710425715319295,-0.5895062001488415,-0.16168704626579067,0.2705275961031067,1.0,Urban,1.0
LP002226,Male,Yes,0,Graduate,No,-0.3244430543166854,0.33049534583049545,-0.18753313241484634,0.2705275961031067,1.0,Semiurban,1.0
LP002229,Male,No,0,Graduate,No,0.13372768830403509,0.96787241688498,1.983538104105829,0.2705275961031067,1.0,Semiurban,1.0
LP002231,Female,No,0,Graduate,No,0.1440927472820345,-0.5895062001488415,0.1743120736719329,0.2705275961031067,1.0,Urban,1.0
LP002234,Male,No,0,Graduate,Yes,0.3491101002875486,-0.5895062001488415,-0.18753313241484634,0.2705275961031067,1.0,Urban,1.0
LP002236,Male,Yes,2,Graduate,No,-0.10783088957307023,-0.5895062001488415,-0.5493783385016255,0.2705275961031067,1.0,Urban,1.0
LP002237,Male,No,1,Graduate,No,-0.2657662797632649,-0.5895062001488415,-0.38137877853276375,-2.5223724810651964,1.0,Urban,1.0
LP002239,Male,No,0,Not Graduate,No,-0.49783819349101477,-0.000705210722065838,-0.13584096011673502,0.2705275961031067,1.0,Semiurban,1.0
LP002243,Male,Yes,0,Not Graduate,No,-0.38118736024708905,0.5645437391276388,,0.2705275961031067,0.0,Urban,1.0
LP002244,Male,Yes,0,Graduate,No,-0.5001220200454892,0.2999512945039815,-0.0841487878186237,0.2705275961031067,1.0,Urban,1.0
